score,description,date,sentimento
5.0,"Atendeu as expectativas, confortavel e preciso.",27/09/2020,Bom
5.0,Chegou em perfeito estado e funciona muito bem.,15/02/2021,Bom
5.0,"O mouse é ótimo, amei o design!",9/05/2021,Bom
5.0,Chegou Rápido e veio com pilha.,23/06/2021,Bom
5.0,Logitech é só comprar sem erro.,22/05/2021,Bom
5.0,Bom produto atende à descrição.,18/08/2020,Bom
5.0,"Muito bom, preciso e faz render demais a pilha!",13/11/2021,Bom
5.0,"Vale a pena, o mouse é ótimo. Tempo de resposta muito bom",13/06/2020,Bom
5.0,Precisão,22/03/2021,Bom
5.0,"Excelente,  leve, preciso otumo formato",21/01/2021,Bom
4.0,Muito bom de modo geral,21/11/2020,Bom
5.0,Entrega rápida! Produto atende as expectativas.,13/02/2022,Bom
4.0,Ja faz duas semanas que utilizo e não me arrependo de ter comprado.,21/03/2021,Bom
5.0,Mouse lindo e de ótima precisão!,18/06/2020,Bom
5.0,"Lindo, prático.",28/12/2020,Bom
5.0,Lindo e pratico,19/08/2020,Bom
5.0,"Um bom tamanho, uma boa pegada, e preciso.Ótima opção de comora",21/04/2021,Bom
5.0,"Qualidade do mouse dispensa comentarios, só alegria esse mouse e preço muito bom",10/07/2019,Bom
5.0,"Entregur antes do prazo, produto ótimo!",12/05/2020,Bom
5.0,"Gostei bastante, valeu a pena.",2/02/2020,Bom
5.0,Gostei bastante,12/01/2022,Bom
5.0,"Leve, ergonômico e bom custo benefício",2/03/2022,Bom
5.0,Leve e confortável. Excelente produto!,2/03/2021,Bom
5.0,"Muito bom! Ergonômico, leve e prático!",8/07/2021,Bom
5.0,Ótimo atendeu inicialmente minhas expectativas,23/09/2021,Bom
1.0,"Produto muito ruim, particularmente não gostei",19/05/2021,Ruim
5.0,funciona muito bem e achei bem pratico de usar,17/01/2022,Bom
5.0,Produto bom e chegou dentro do prazo previsto.,19/07/2021,Bom
5.0,Mouse muito bom e entrega extremamente rápida!,23/09/2020,Bom
5.0,"excelente, valeu muito a pena.",8/04/2021,Bom
5.0,Simples e atende a expectativa,11/03/2021,Bom
5.0,Perfeito e super leve.,24/04/2021,Bom
5.0,Atende as expectativas,5/10/2020,Bom
5.0,Uso profissional. Já tinha um e com certeza estou satisfeito de ter mais 1,8/09/2020,Bom
5.0,"Leve e confortável, recomendo.",6/10/2021,Bom
5.0,Produto muito bom!! Vale muito o dinheiro gasto depois de uns 6 meses de uso,4/08/2020,Bom
5.0,Muito bom.,5/05/2020,Bom
5.0,Podem comprar…,9/02/2022,Bom
5.0,Ótima precisao,16/04/2021,Bom
4.0,As arestas laterais são muito retas. Incomodam um pouco.,28/04/2020,Bom
5.0,Já tenho um e comprei esse para meu filho mouse excelente,29/05/2020,Bom
5.0,"Manuseio confortável, ótimo produto",23/07/2020,Bom
5.0,Muito bom. Funciona perfeitamente bem,27/05/2021,Bom
5.0,Ótimos produto e entrega sem igual!!!,7/07/2020,Bom
5.0,"Gostei muito do produto, bem prático.",6/06/2021,Bom
5.0,Um bom mouse. Atende as necessidades.,5/10/2020,Bom
5.0,"Sem comentários, produto maravilhoso!",5/10/2020,Bom
1.0,Aparelho veio com pilha descarregada.,18/02/2021,Ruim
5.0,Leve e rápido a bateria dura bastante,22/10/2021,Bom
5.0,"sim, ótimo! comprei outro em seguida.",11/09/2020,Bom
4.0,"Cumpre o que promete, é um bom mouse.",5/10/2020,Bom
5.0,"Produto muito bom, entrega rápida, recomendo!",18/03/2022,Bom
5.0,"Ergonômico, preciso e bom para jogos e games.",30/05/2021,Bom
5.0,"Muito bom produto, já é o segundo que compro.",13/02/2022,Bom
5.0,"Muito bom, uso para o trabalho é jogos também",21/04/2021,Bom
5.0,Indico o produto. Atendeu minhas expectativas,4/07/2020,Bom
1.0,Aparelho apresentou defeito com um mês de uso,11/08/2021,Ruim
4.0,"Mouse bom, simples e funcional. Vale o preço.",7/04/2021,Bom
5.0,"Produto com ótimo custo-benefício, recomendo.",21/08/2020,Bom
5.0,Produto de excelente qualidade. Recomendo.,29/11/2020,Bom
5.0,Exatamente o que eu precisava,20/01/2021,Bom
5.0,"Excelente custo benefício, uso no Linux Mint 19.3, recomendo chegou intacto e antes do tempo previsto.",12/06/2020,Bom
5.0,"Produto de qualidade, chegou na data prevista",18/12/2021,Bom
5.0,Gostei muito. Atendeu as minhas expectativas.,24/11/2021,Bom
5.0,Para uso de trabalho/estudos é um ótimo mouse,20/12/2021,Bom
3.0,"Simples, acabamento médio. Ok para o dia a dia",24/11/2020,Neutro
5.0,"Mouse perfeito e com um ótimo custo benefício, adorei a compra, chegou conforme o prazo.",18/03/2021,Bom
5.0,"nunca tive um ""mouse"" sem fio. Este está sendo o primeiro. Até agora uma boa experiência.",12/03/2020,Bom
5.0,Excelente produto. Recomendo.,24/07/2021,Bom
4.0,"um pouco menor do que o padrão, mas bem preciso.",1/11/2019,Bom
5.0,Atualizo daqui uns meses,4/06/2020,Bom
5.0,Boa qualidade,2/09/2021,Bom
5.0,Gostei muito!,15/10/2020,Bom
5.0,"Leve, simples",16/04/2021,Bom
5.0,"Chegou no prazo combinado, bem embalado, e funciona muito bem.",5/09/2020,Bom
5.0,"Leve, compacto, bonito e prático",17/06/2020,Bom
5.0,Muito bom. Excelente custo benefício,2/10/2020,Bom
5.0,"Mouse maravilhoso, fiquei mto feliz.",27/02/2021,Bom
5.0,Deseign confortável e ótima precisão,21/10/2020,Bom
1.0,produto de ma qualidade não funciona,20/01/2022,Ruim
5.0,Gostei! É leve e funciona muito bem!,12/01/2022,Bom
5.0,"ótimo mouse! confortável, leve e silencioso.",16/09/2020,Bom
5.0,É muito bom. Bem ergonômico e muito preciso.,1/04/2021,Bom
5.0,"mouse atende bem as expectativas, recomendo.",7/09/2020,Bom
5.0,"adorei o produto, principalmente a ergonomia",30/11/2020,Bom
5.0,Excelente qualidade do produto gostei muito.,10/04/2021,Bom
5.0,mouse muito bom e custo beneficio excelente!,21/06/2021,Bom
5.0,O mouse é confortável apesar de ser pequeno.,7/06/2021,Bom
5.0,Excelente produto!Recomendo!,19/01/2021,Bom
5.0,Mouse muito bom!! Perfeito!!,24/04/2020,Bom
5.0,"Produto muito bom, recomendo",25/07/2020,Bom
5.0,my good que delícia de mouse,27/08/2021,Bom
5.0,"Amei o produto, super leve e rápido!",8/07/2021,Bom
5.0,Excelente produto! Chegou antes do prazo e bem embalado.,27/05/2020,Bom
5.0,"Muito bom, leve e preciso",2/08/2020,Bom
5.0,"simples, ótimo para uso no dia a dia",23/11/2021,Bom
5.0,de acordo com o prometido. excelente,30/08/2021,Bom
5.0,Simples e eficiente.,25/05/2021,Bom
5.0,A mídia não pôde ser carregada.,24/01/2022,Bom
5.0,"Esse é o segundo que compro, o último durou exatamente um ano, parou de funcionar do nada",28/12/2020,Bom
5.0,"Super recomendo, excelente custo x beneficio",22/12/2021,Bom
5.0,"atrasou um pouco, mas o produto é muito bom.",11/08/2021,Bom
5.0,"Bom custo benefício, cumpre as expectativas.",2/07/2021,Bom
5.0,"Atendeu as expectativas, preciso e compacto.",19/02/2021,Bom
5.0,Bem simples mais muito funcional vale a pena,14/12/2021,Bom
5.0,Ótimo Mouse para trabalho.,19/07/2020,Bom
2.0,"aparelho bom, mas é muito pequeno e, portanto, não é tão ergonômico assim.",1/02/2020,Ruim
5.0,Funciona bem,30/07/2021,Bom
5.0,Boa precisão,7/05/2021,Bom
5.0,Muito bom! Gostei!!!,21/05/2020,Bom
5.0,Ergonômico,6/02/2021,Bom
5.0,"Ter um botão de ""On Off"" economiza em muito e usa apenas uma bateria AA.",2/07/2021,Bom
5.0,A mídia não pôde ser carregada.               muito bom!,11/05/2021,Bom
5.0,Perfeito esse mouse. Gosto muito!!!,14/10/2021,Bom
5.0,Super leve. Funciona perfeitamente!,28/05/2021,Bom
5.0,Gostei atendeu minhas expectativas!,28/10/2020,Bom
5.0,Excelente produto.. muito bom mesmo,29/03/2021,Bom
5.0,Mouse muito bom para uso pessoal. Recomendo,12/09/2020,Bom
5.0,As vezes da mal contato é para de funcionar,6/06/2021,Bom
5.0,Muito bom o mouseMas não é para jogos,5/01/2021,Bom
5.0,Esse mouse não consome quase nada de pilha.,14/07/2020,Bom
5.0,pra pessoas com mãos grandes ele e pequeno.,31/10/2020,Bom
5.0,Atendeu as expectativas! Ele é bem preciso!,22/05/2021,Bom
5.0,"O mouse é ótimo, recomendo!",31/07/2020,Bom
5.0,Atendeu minhas expectativas,31/01/2021,Bom
5.0,Atendeu minhas expectativas,4/09/2020,Bom
5.0,boa qualidade e acabamento.,29/08/2020,Bom
5.0,ate o momento esta perfeito,14/03/2021,Bom
5.0,Excelente custo x benefício,22/01/2022,Bom
5.0,Consome pouca pilha é leve.,28/11/2020,Bom
5.0,Superou minhas expectativas,24/10/2021,Bom
5.0,bom.,8/07/2020,Bom
5.0,"Mouse funciona bem, ótimo custo benefício",18/07/2020,Bom
5.0,Mouse acessível e de excelente qualidade.,2/04/2020,Bom
4.0,"Faz um barulinho na rodinha do scroll, como se precisasse de lubrificação",8/04/2019,Bom
5.0,Ótimo para o dia a dia e para jogos,19/11/2021,Bom
5.0,Excelente e rápido!,13/10/2020,Bom
5.0,Produto excelente! Superou as expectativas!,5/08/2021,Bom
5.0,"Ótimo mouse, recomendo.",7/01/2020,Bom
5.0,"Produto de ótima qualidade, muito boa resposta e fácil instalação",31/03/2020,Bom
5.0,Tem funcionado super bem!,16/07/2020,Bom
5.0,Bom custo benefício.,20/10/2019,Bom
5.0,Ótimo. Super ergonômico e bastante preciso. Não tenho o que reclamar. Uso com meu notebook em casa.,9/12/2020,Bom
5.0,Bom!,5/12/2021,Bom
5.0,Ótimo mouse,25/09/2020,Bom
5.0,o mouse e muito confiavel  para o dia dia mais mão recomendavel pra jogos,24/07/2020,Bom
5.0,"Compacto e funcional, prático para o meu dia a dia!",22/06/2020,Bom
5.0,"O mouse é exatamente como a foto, material muito bonito. Entrega rápida, ele é ótimo.",31/10/2019,Bom
5.0,Recomendo,24/07/2020,Bom
5.0,"Ótimo produto, funciona muito bem!",31/01/2021,Bom
5.0,recomendo .... muito bom o produto,3/06/2021,Bom
5.0,testando! e gostando até o momento,21/04/2021,Bom
5.0,Excelente mouse!!! Leve e preciso.,25/04/2021,Bom
5.0,Bom produto para o preço ofertado.,14/05/2021,Bom
2.0,O mouse queimou com menos de um ano de uso,2/04/2021,Ruim
5.0,Chegou antes do prazo e funciona muito bem,7/08/2020,Bom
5.0,Atendeu totalmente às minhas necessidades!,26/09/2020,Bom
5.0,"Bonito, ergonômico, ótimo custo/benefício.",15/11/2020,Bom
5.0,Produto bem feito e ótimo custo benefício!,25/09/2020,Bom
5.0,"Muito bom para uso diário, sem exuberância",30/10/2020,Bom
5.0,De longe é o melhor de sua faixa de preço.,31/05/2021,Bom
5.0,Nada negativo a declarar. Excelente mouse.,11/11/2020,Bom
5.0,O mouse atende as expectativas pelo preço.,5/03/2021,Bom
5.0,Produto muito bom! Melhor custo-benefício.,31/03/2021,Bom
5.0,Muito bom! A autonomia de energia eh ótima,3/05/2021,Bom
5.0,Produto leve e ergonômico.,10/06/2020,Bom
5.0,Mouse leve e desliza fácil,20/02/2021,Bom
5.0,Está funcionando muito bem,15/10/2020,Bom
4.0,Custo-benefício excelente.,21/04/2021,Bom
5.0,Mouse muito bom pelo preço,19/08/2020,Bom
5.0,Excelente custo benefício.,19/06/2020,Bom
5.0,Custo beneficio muito bom!,28/08/2020,Bom
5.0,Mouse muito bom. E já vem com pilha.,4/09/2020,Bom
5.0,Ótimo produto. Atendeu minhas expectativa.,13/05/2021,Bom
5.0,Recomendo. Muito prático e fácil de usar.,24/07/2020,Bom
5.0,Bom,23/04/2021,Bom
5.0,Veio na cor e formato conforme a foto do site,13/10/2021,Bom
5.0,Bom . Funcionou bem,6/09/2020,Bom
5.0,"Produto tem um desemprenho excelente, super pratico e confortável.",17/01/2020,Bom
5.0,Excelente,14/07/2020,Bom
5.0,Atende ao que propõe e possui um excelente custo-benefício.,6/05/2020,Bom
5.0,Ergonômico,12/11/2020,Bom
5.0,Muito bom!,26/06/2021,Bom
4.0,"O mouse é bom, porém é um pouco pequeno e o seu peso é relativamente leve.",19/03/2021,Bom
5.0,"entrega rápida, veio tudo certitnho, o mouse é ótimo, bonito, confortável, e ágil.",16/07/2019,Bom
5.0,Qualidade Logitech. Sem erro. :-),24/10/2020,Bom
5.0,Tamanho confortável e bem preciso,28/08/2020,Bom
5.0,Gostei!! Até o momento tudo certo,19/10/2020,Bom
5.0,Funciona perfeitamente ! Adorei !,31/10/2020,Bom
4.0,"Comprei e não me arrependo, mara!",13/05/2020,Bom
5.0,Produto excelente e muito bonito!,21/03/2021,Bom
5.0,"Achei perfeito, do jeito que eu esperava.",20/10/2020,Bom
5.0,"Bom tamanho, acompanha bem os movimentos.",8/02/2022,Bom
5.0,Muito bom! Atendeu todas as expectativas!,27/08/2020,Bom
5.0,"Mouse é ótimo, adorei! Muito confortável!",21/08/2020,Bom
5.0,"Simples de usar, muito prático, gostei mt",30/11/2020,Bom
5.0,Chegou muito antes do previsto e é ótimo.,8/07/2021,Bom
5.0,Ótimo custo benefício e o design é lindo!,14/07/2020,Bom
5.0,Chegou super rápido e é muito confortável,27/06/2020,Bom
5.0,Eu gostei do produto e o custo benefício é ótimo. Me atende super bem e chegou rapidinho.,26/03/2021,Bom
5.0,Pra trabalho é excelente.,17/02/2021,Bom
5.0,Não tenho do que reclamar,17/09/2021,Bom
5.0,"Muito bom, leve, prático,",18/09/2021,Bom
5.0,Ótimo mouse para o preço.,19/09/2020,Bom
5.0,sim. atendeu necessidade.,16/04/2021,Bom
5.0,Muito bom e confortável,22/07/2020,Bom
5.0,"Mouse muito bom, DPI legal e cabe certinho na mão",28/06/2020,Bom
4.0,OK,15/05/2021,Bom
5.0,"Produto conforme o anunciado, otina qualidade.",9/04/2020,Bom
5.0,ótima qualidade e custo beneficio,13/07/2021,Bom
5.0,"Excelente produto, tem uma ótima qualidade e bom preço",30/12/2019,Bom
5.0,Fácil instalação.,11/06/2021,Bom
5.0,"Boa qualidade de construção e funcionamento, produto excelente.",3/12/2019,Bom
5.0,"Maravilhoso, preço e qualidade impecavel!",28/06/2021,Bom
5.0,Excelente!!,18/06/2020,Bom
3.0,"Ele é bom porém, não tem um bom conforto na pegada.",24/09/2020,Neutro
5.0,Muito bom,16/04/2021,Bom
5.0,Marca excelente até o momento não tenho o que reclamar,8/12/2019,Bom
5.0,É basicão,7/07/2021,Bom
5.0,"Ótimo produto, boa durabilidade.",25/08/2020,Bom
5.0,Excelente!!! Muito bom e pratico,22/11/2020,Bom
5.0,devia ter comprado a mais tempo.,30/10/2020,Bom
4.0,Excelente produto recomendo 100%,8/02/2021,Bom
4.0,"bom produto, atende a descrição.",17/06/2021,Bom
5.0,Atendeu muito bem as minhas necessidades,19/09/2020,Bom
5.0,Muito leve. Compacto. Estética perfeita.,10/04/2021,Bom
5.0,Superou minhas expectativas!! Muito bom.,17/09/2020,Bom
5.0,funciona perfeitamente. Chegou no prazo.,17/06/2021,Bom
5.0,Com um mês de uso até o momento perfeito,22/10/2020,Bom
4.0,atendeu muito bem as minhas necessidades,9/04/2021,Bom
5.0,Excelente mouse e ótimo custo-benefício!,18/08/2021,Bom
5.0,"Excelente, responde rápido ao movimentos",24/09/2020,Bom
5.0,"bateria ótima, precisão boa, bem robusto",15/10/2020,Bom
5.0,"Achei um bom mouse, bom custo benefício.",9/09/2021,Bom
5.0,Mouse muito bom. Atendendo expectativas.,23/04/2021,Bom
5.0,"Mouse gostoso de manuseio, valeu a pena!",29/09/2020,Bom
5.0,Uso diariamente e atende as minhas expectativas,8/07/2020,Bom
5.0,Muito bom e vale a pena!,16/04/2021,Bom
5.0,Um ótimo custo benefício,24/05/2021,Bom
5.0,"Muito bom o produto,entrega rápida Show",6/07/2020,Bom
5.0,"Muito bom, ergonômico, rápido e preciso!",17/03/2022,Bom
5.0,"Simples de usar, prático, ergonômico. Gostei!",29/02/2020,Bom
5.0,Mouse bonito e funcional. Nessa faixa de preço não tem igual.,9/02/2020,Bom
5.0,Produto de qualidade. Recomendo.,30/11/2021,Bom
5.0,"Muito bom, satisfeito com a minha compra",27/12/2021,Bom
5.0,"Produto simples, prático!",5/09/2020,Bom
5.0,Excelenete mouse,18/02/2022,Bom
5.0,Adorei o produto,21/05/2021,Bom
5.0,Nada a reclamar!,7/07/2021,Bom
5.0,desculpe não tinha visto que o USB estava dentro,26/06/2020,Bom
5.0,Um bom custo para quem procura um mouse para utilizar em tarefas simples.,13/11/2018,Bom
5.0,"Ergônomia, design e precisão.",5/08/2020,Bom
2.0,Parou de  funcionar muito rapido.,18/06/2020,Ruim
5.0,"Perfeito, sem problemas, ótima compra",4/08/2020,Bom
5.0,"Mouse excelente, como todos que já tive da Logitech.",23/08/2019,Bom
5.0,perfeito,6/09/2021,Bom
5.0,Ergométrico e muito preciso.,12/09/2019,Bom
5.0,"Não joguei com o mesmo, apenas para uso normal.",13/03/2021,Bom
5.0,Bom e básico,9/11/2020,Bom
5.0,"produto muito bom, vale a pena.",24/05/2020,Bom
5.0,Excelente ergonomia e precisão.,17/03/2021,Bom
4.0,Básico e atende as necessidades,18/09/2020,Bom
5.0,Um produto prático e eficiente.,10/04/2021,Bom
5.0,Recomendo. Ótimo custo benéfico,5/03/2022,Bom
5.0,"Até agora, avaliação muito boa.",16/01/2022,Bom
5.0,"Bom, barato, durável, gasta pouca bateria.",27/09/2020,Bom
5.0,"Atendeu a minha expectativa, muito bom!",17/02/2021,Bom
5.0,Atende muito bem as minhas necessidades,31/01/2021,Bom
5.0,Produto me atende!Entrega rápida!,16/08/2021,Bom
5.0,É ergonômico e funcionou perfeitamente.,7/05/2021,Bom
5.0,Bom custo benefício e boa durabilidade.,12/11/2020,Bom
5.0,"produto muito bom, chegou super rápido.",22/02/2021,Bom
5.0,Produto muito bom a um preço acessível!,30/09/2020,Bom
4.0,bom produto em relaçao custo x beneicio,10/12/2020,Bom
5.0,"Ótima qualidade, chegou antes do prazo.",15/01/2021,Bom
5.0,"Uso no meu notebook, e é muito prático.",1/07/2021,Bom
5.0,Muito bom atendeu todas as expectativas,6/10/2020,Bom
5.0,"Silencioso, leve, e chegou um dia antes do previsto",28/05/2020,Bom
5.0,muito agradável de usa.,14/07/2021,Bom
5.0,Atendeu às expectativas,3/06/2021,Bom
5.0,Exelente. Chegou tudo certinho.,10/06/2021,Bom
5.0,Excelente produto. Chegou antes do prazo. Recomendo,26/05/2020,Bom
5.0,Muito bom,15/12/2019,Bom
5.0,"Mouse muito bom, sensibilidade ótima, prático e ergonômico, vale cada centavo",21/12/2020,Bom
1.0,O mouse tem um ótimo custo & benefício.,25/11/2021,Ruim
5.0,Bom pelo preço.,15/10/2021,Bom
5.0,Adorei o produto. Ótima qualidade. Os produtos da logtech são perfeitos. Recomendo demais!,13/01/2021,Bom
5.0,Amo este mouse! Tem todas as qualidades de ótimo produto!,14/10/2020,Bom
5.0,"A mídia não pôde ser carregada.               Eu super amei, recomendo demais.",23/06/2020,Bom
5.0,Gostei bastante design bem feito para não deixar a mão com cãibra.,25/12/2019,Bom
5.0,"Prático, Bonito, Funciona muito bem.",6/12/2020,Bom
5.0,"Resposta rápida, bem funcional",27/05/2021,Bom
5.0,Custo beneficio surpreendente.,2/08/2021,Bom
5.0,Cumpre muito bem o seu papel... ótimo.,4/07/2021,Bom
5.0,"Excelente, entrega rápida e tudo certo",8/07/2021,Bom
5.0,Bem silencioso e a pilha dura bastante,13/02/2021,Bom
5.0,"Bem leve, anatômico . Não cansa a mão.",7/08/2020,Bom
5.0,Mouse confortável e preciso. Recomend.,1/03/2022,Bom
5.0,Produto atende bem minhas necessidades,20/12/2020,Bom
5.0,"Compacto, com conector Wi-Fi embutido.",23/06/2021,Bom
5.0,"Muito prático, cumpre suas funcionalidades, é ergonômico",4/03/2020,Bom
5.0,super prático e bonito. Já vem com a pilha e funciona muito bem! ótima compra,29/09/2019,Bom
5.0,ótimo para home office,1/11/2020,Bom
4.0,Atende as necessidades,8/02/2021,Bom
5.0,"Ótimo, me atende 100%.",29/12/2020,Bom
5.0,Gostei muito do mouse!,29/03/2021,Bom
4.0,Ótimo  custo benefício,7/09/2020,Bom
5.0,Atende as expectativas,14/06/2021,Bom
4.0,uso o produto diariamente no trabalho.,20/12/2021,Bom
5.0,Logitech é show! Sem medo de ser feliz,31/08/2021,Bom
4.0,"Ergonômico, prático e perfeito pro dia a dia.",6/07/2020,Bom
5.0,Superou as minhas expectativas.,20/06/2020,Bom
5.0,"Mouse muito bom, cumpre o que promete.",26/06/2020,Bom
4.0,Entrega super rapido e produto excelente,21/05/2021,Bom
5.0,Chegou antes do prazo. O mause é lindo e bom..,25/06/2020,Bom
5.0,Ótimo.,26/02/2021,Bom
5.0,Comprarei só mouse da DELL.,24/07/2020,Bom
4.0,"Produto de boa qualidade, gostei muito!",7/03/2020,Bom
5.0,Precisão e ótimo tempo de resposta. Tá correspondendo às expectativas.,12/09/2019,Bom
3.0,"Bom custo-benefício, porém o scroll já estragou com menos de 1 ano com uso razoável.",20/11/2020,Neutro
5.0,"Qualidade excepcional, produto honra a marca.",1/07/2020,Bom
5.0,otimo produto e otima entega.,23/07/2021,Bom
4.0,"Gostei do produto, muito bom.",28/09/2021,Bom
5.0,Conforme descrição do produto,19/09/2020,Bom
5.0,Mouse bonito com boa precisão,18/06/2021,Bom
5.0,Excelente economia de bateria,18/08/2021,Bom
5.0,Muito bom! Encaixa bem na mão,26/02/2021,Bom
5.0,Excelente produto e vendendor,26/10/2020,Bom
5.0,Otimo produto entrega rapida.,26/08/2020,Bom
5.0,Ótimo produto. Entrega o que promete.,27/03/2021,Bom
5.0,um mouse com um ótimo custo benefício,23/01/2021,Bom
5.0,Produto atende muito bem no dia a dia,27/12/2020,Bom
5.0,Achei bem legal e um preço super bom!,28/05/2021,Bom
5.0,"recomendo, muito bom e entrega rápida",30/10/2020,Bom
5.0,"Ótimo produto, chegou muito rápido!!!",7/09/2020,Bom
5.0,Ótimo mouse para uso diário e simples,11/08/2020,Bom
5.0,Ótimo custo benefício e ótimo funcionamento.,7/07/2020,Bom
5.0,"ótimo produto, chegou super rápido.",17/07/2020,Bom
5.0,Cumpre o que promete!,23/10/2021,Bom
5.0,Produto de qualidade.,2/01/2022,Bom
5.0,Ótimo custo-beneficio,25/08/2020,Bom
5.0,"Muito bom, recomendo!",1/02/2021,Bom
5.0,Atende as minhas expectativas,15/03/2022,Bom
5.0,pelo preço que paguei veleu mt a pena,18/06/2021,Bom
5.0,Produto atende perfeitamente.,10/12/2021,Bom
4.0,Bom para o dia a dia com bom alcance.,2/11/2021,Bom
5.0,Ótimo produto,24/04/2021,Bom
5.0,Ótima compra!,2/06/2021,Bom
5.0,Gostei muito!,13/08/2021,Bom
5.0,ótimo produto,16/03/2021,Bom
5.0,"Tamanho dele é bom, cabe bem na mão e por não ser a pilha é melhor ainda",4/08/2020,Bom
5.0,Prático e intuitivo,13/07/2020,Bom
5.0,Boa qualidade e muito prático,9/09/2020,Bom
1.0,A luz embaixo do mouse não está funcionando.,2/07/2020,Ruim
5.0,Ótimo,15/08/2020,Bom
5.0,Faz o que deve fazer,3/07/2020,Bom
5.0,A mídia não pôde ser carregada.,12/08/2021,Bom
5.0,"Muito bom, funciona em qualquer superfície",27/05/2020,Bom
5.0,Que pergunta! Como um mouse!,25/02/2021,Bom
4.0,preço e qualidade muito bons,19/07/2020,Bom
5.0,"Amei, é lindo e maravilhoso.",3/07/2021,Bom
5.0,Produto de excelente custo/benefício,6/01/2022,Bom
5.0,Mouse simples. Cumpre o que promete.,6/10/2020,Bom
5.0,"Encaixe perfeito nas mãos, recomendo",14/05/2021,Bom
4.0,"Bom, atende bem. Porém muito pequeno",9/05/2021,Bom
5.0,Atendeu todas as minhas expectativas,11/12/2020,Bom
5.0,Gostei mais do tamanho compacto dele,28/01/2022,Bom
5.0,Excelente produto de fácil manuseio.,25/02/2021,Bom
5.0,Produto de qualidade e com um custo benefício de outro mundo,22/09/2019,Bom
5.0,Atendeu as expectativas ergonomicas.,19/04/2021,Bom
5.0,Entrega muito rápida. Produto ótimo.,10/11/2020,Bom
5.0,Bom produto. Cumpre com o prometido.,17/09/2020,Bom
5.0,Ele é bom e prático. Cabe bem na mao,21/05/2021,Bom
5.0,Excelente produto e com preço ótimo.,20/03/2021,Bom
5.0,Cliente 100% satisfeito. Só elogios.,3/11/2020,Bom
5.0,perfeito pro meu uso,28/09/2021,Bom
5.0,Bom custo benefício.,10/08/2020,Bom
5.0,Minha  filha amou!!!,11/05/2021,Bom
3.0,Precisão muito baixa,31/05/2021,Neutro
5.0,Indico.,28/04/2020,Bom
5.0,"É um ótimo mouse para o dia a dia, além se ser muito bonito.",6/10/2020,Bom
5.0,Bom,18/06/2020,Bom
5.0,Ótimo mouse para o dia a dia,19/09/2021,Bom
4.0,Um bom mouse para trabalhos.,31/10/2020,Bom
5.0,Achei ótimo e super confortável!!!!!,14/07/2021,Bom
5.0,Muito eficiente em todas as tarefas.,22/12/2021,Bom
5.0,Produto de ótima qualidade e design.,23/01/2022,Bom
5.0,Bom produto.,4/05/2021,Bom
1.0,não funciona,22/09/2020,Ruim
5.0,Gostei muito,8/06/2021,Bom
4.0,Um bom Mouse,9/09/2021,Bom
5.0,Ótimo mouse.,16/02/2021,Bom
5.0,"Ótimo produto, bastante preciso.",25/05/2020,Bom
4.0,Muito. Cumpre bem o que se propõe.,12/07/2020,Bom
5.0,E muito bom.,5/08/2021,Bom
5.0,Ergonômico e preciso.,29/09/2021,Bom
5.0,A qualidade da marca é incontestável .....,12/07/2020,Bom
5.0,Atendeu minhas expectativas!  Excelente,13/05/2021,Bom
5.0,Show,26/01/2022,Bom
5.0,Bom.,25/06/2021,Bom
5.0,"Muito bom o produto, vale a pena o preço.",17/12/2020,Bom
5.0,Recomendo muito o produto,18/12/2020,Bom
5.0,"Leve, resistente e preciso.",6/11/2020,Bom
5.0,É O PRODUTO QUE EU PRECISO.,18/09/2021,Bom
5.0,Mouse leve e muito preciso.,17/01/2021,Bom
5.0,"Leve, resistênte e preciso.",25/02/2021,Bom
5.0,Muito bom. Bem leve e ágil.,1/03/2021,Bom
5.0,"Muito bom, uso no trabalho.",26/04/2021,Bom
5.0,"Ótimo produto , chegou muito rápido",3/11/2021,Bom
5.0,Minha esposa gostou muito do mouse.,25/08/2021,Bom
5.0,Muito bom para utilizar no trabalho,22/04/2021,Bom
5.0,Mouse muito bom . Qualidade ótima .,22/08/2020,Bom
5.0,"Excelente Mouse, super recomendo...",31/05/2021,Bom
5.0,"Rápido e ergonômico, excelente item",30/10/2020,Bom
5.0,"Muito bom o mouse, chegou certinho.",25/09/2020,Bom
5.0,Produto bom! Chegou antes do prazo!,25/07/2021,Bom
5.0,Produto excelente!!,5/07/2021,Bom
5.0,Excelente produto!!,5/10/2020,Bom
5.0,Excelente,24/02/2020,Bom
5.0,Atendeu exatamente às minhas expectativas.,25/03/2020,Bom
5.0,Ótimo mouse! Chegou antes do prazo!,3/12/2021,Bom
5.0,Produto chegou no mesmo dia e de otima qualidade. Recomendo!,11/09/2019,Bom
5.0,Bom produto,19/09/2020,Bom
5.0,Bom produto,5/03/2021,Bom
5.0,Excelente!!,20/12/2020,Bom
5.0,Cumpre com o que promete.,1/09/2019,Bom
5.0,É ótimo! Tamanho ideal e funciona muito bem! Eu adorei! Valeu super apena.,12/06/2020,Bom
5.0,"Cumpre bem sua função. Bom, pequeno, prático.",17/09/2021,Bom
5.0,Produto bom de Pilha dura bastante tempo...,15/03/2020,Bom
5.0,Sensacional,28/09/2020,Bom
5.0,"Mouse muito bom, com boa precisão e de fácil uso. Recomendo demais.",16/01/2020,Bom
